ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
165,"A 5-year-old girl is brought to the physician by her parents for evaluation of recurrent injuries. Her parents say that she started walking at the age of 14 months and since then has always seemed clumsier and had more injuries than other children. She has had increasingly frequent chest pain with exertion since starting a soccer program 3 months ago. She usually has pain or swelling of her knees or ankles after practice. She has been wearing glasses for 2 years. Her 16-year-old brother has required two operations for a severe rotator cuff injury he sustained while taking a shower, and she has a maternal cousin who died of a ruptured aortic aneurysm at the age of 26 years. Today, the patient walks with a limp. She is at the 99th percentile for height and 50th percentile for weight. A midsystolic click is heard at the apex. The left ankle is swollen and tender; range of motion is limited by pain. The joints of the upper and lower extremities are hypermobile, including 25 degrees of genu recurvatum, thumbs that may be extended to touch the forearms, and flexibility at the waist, with palms easily touching the floor with straight knees. Which of the following is the most appropriate next step in diagnosis?",Skeletal survey,Echocardiography,Bone scan,MRI of the shoulder,Aortic angiography,,,,,,B,Echocardiography,Text,STEP 2,1.1,111.86
567,A 65-year-old woman comes to the office for a follow-up examination 1 year after she underwent operative resection of the right colon and chemotherapy for stage III colon cancer. She reports fatigue. Physical examination shows no abnormalities. A staging CT scan of the chest and abdomen shows five new 2- to 3-cm masses in the liver and both lungs. This patient's cancer most likely spread to the lungs via which of the following structures?,Inferior mesenteric vein,Inferior vena cava,Left colic vein,Middle colic artery,Pulmonary vein,Superior mesenteric artery,Superior vena cava,,,,B,Inferior vena cava,Text,STEP 1,0.5,121.79
304,"A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago. She does not use condoms or other contraception. The mother is concerned about her behavior. The patient's parents separated 3 months ago. She had been an honor student and excelled in sports and leadership positions at school before the separation. Since the separation, however, she has become sullen, defiant, and rebellious. She has begun smoking cigarettes, disobeying her curfew, and being truant from school. This patient is most likely using which of the following defense mechanisms?",Acting out,Displacement,Projection,Reaction formation,Sublimation,,,,,,A,Acting out,Text,STEP 1,0.12,44.99
609,"A 24-year-old man comes to the office because of a 2-day history of a red, itchy rash on his buttocks and legs. Four days ago, he returned from a cruise to the Caribbean, during which he swam in the shipÃ¢â‚¬â„¢s pool and used the hot tub. He appears well. His vital signs are within normal limits. Physical examination shows the findings in the photograph. The infectious agent causing these findings most likely began to proliferate in which of the following locations?",Apocrine gland,Dermis,Eccrine gland,Hair follicle,Sebaceous gland,,,,,,D,Hair follicle,PIX,STEP 1,0.3,51.6
660,"A 25-year-old woman comes to the emergency department because of a 3-hour history of fever, severe headache, light-headedness, dizziness, shaking chills, and muscle aches. Five hours ago, she was diagnosed with Lyme disease and began doxycycline therapy. She has no other history of serious illness and takes no other medications. Menses occur at regular 28-day intervals. She is currently menstruating and using a tampon. She appears anxious. Temperature is 37.0Ã‚Â°C (98.6Ã‚Â°F), pulse is 120/min, respirations are 30/min, and blood pressure is 90/60 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. Physical examination shows flushing and diaphoresis. Cardiopulmonary examination shows no other abnormalities. Which of the following is the most likely mechanism of this patientÃ¢â‚¬â„¢s current condition?",Exacerbation of infection by Borrelia burgdorferi,Infection-mediated sepsis,IgE-mediated allergic reaction to doxycycline,Release of bacterial products producing acute inflammation,Secretion of bacterial endotoxins,,,,,,D,Release of bacterial products producing acute inflammation,Text,STEP 1,0.92,122.64
496,A 53-year-old woman comes to the office because of a 6-year history of stiffness and pain of her hands. She has difficulty buttoning her clothes because of the symptoms. She takes no medications. Physical examination shows the findings in the photograph. An abnormality of which of the following is most likely to confirm the diagnosis in this patient?,Anti-citrullinated peptide antibody,Antimitochondrial antibody assay,Human leukocyte antigen-DQ2 antibody assay,Precursor of the erythroid cell line,Precursor of the thrombopoietic line,,,,,,A,Anti-citrullinated peptide antibody,PIX,STEP 1,0.1,50.57
84,"A 72-year-old woman with unresectable small cell carcinoma of the lung is brought to the emergency department after her family found her unresponsive. During the past week, she has become progressively confused. On arrival, she does not respond to command but withdraws all extremities to pain. Her temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 80/min, respirations are 12/min, and blood pressure is 130/70 mm Hg. The pupils are equal and reactive to light, and corneal reflexes are brisk; there is spontaneous medial and lateral gaze. Laboratory studies show: Hemoglobin 12.2 g/dL Leukocyte count 6000/mm3 Serum Ã‚Â Ã¢â‚¬Æ’Na+ 118 mEq/L Ã¢â‚¬Æ’ClÃ¢Ë†â€™ 98 mEq/L Ã¢â‚¬Æ’K+ 4.5 mEq/L Ã¢â‚¬Æ’HCO3Ã¢Ë†â€™ 26 mEq/L Ã¢â‚¬Æ’Urea nitrogen 16 mg/dL Ã¢â‚¬Æ’Glucose 95 mg/dL Ã¢â‚¬Æ’Creatinine 0.8 mg/dLWhich of the following is the most likely mechanism of these findings?",Adrenal insufficiency,Inadequate renal blood flow,Injury to the renal tubules,Nonphysiologic ADH (vasopressin) secretion,Nonphysiologic aldosterone secretion,Physiologic ADH (vasopressin) secretion,Physiologic aldosterone secretion,,,,D,Nonphysiologic ADH (vasopressin) secretion,Text,STEP 2,0.08,81.56
364,"A 16-year-old girl is brought to the office by her mother because she is concerned that she may have contracted meningitis from her soccer teammate, who was diagnosed with meningococcal meningitis and admitted to the hospital yesterday. The patient's soccer team traveled to a neighboring state to participate in a tournament 1Ã‚Â week ago and she shared a hotel room with the girl who was hospitalized. The patient feels well but is concerned she may have ""caught the same bug."" Medical history is remarkable for asthma. Medications include inhaled albuterol. Vital signs are temperature 37.2Ã‚Â°C (98.9Ã‚Â°F), pulse 64/min, respirations 16/min, and blood pressure 107/58Ã‚Â mmÃ‚Â Hg. Physical examination shows no abnormalities. Which of the following is the most appropriate intervention for this patient at this time?",Administer the meningococcal vaccine,Prescribe doxycycline,Prescribe penicillin,Prescribe rifampin,Assure the patient that no anti-infective prophylaxis is necessary,,,,,,D,Prescribe rifampin,Text,STEP 3,0.94,59.49
35,"A couple comes for preconceptional genetic counseling because they both have a family history of ÃŽÂ±-thalassemia. The woman has a minimally decreased hemoglobin concentration. Genetic studies show a single gene deletion. The man has microcytic anemia and a two-gene deletion. If the two-gene deletion is in trans (one deletion on the maternal gene and one deletion on the paternal gene), which of the following percentages of their offspring will have a two-gene deletion?",0%,25%,50%,75%,100%,,,,,,C,50%,Text,STEP 1,0.36,99.28
435,"A 59-year-old man is brought to the emergency department because of a 4-day history of nausea, vomiting, and diarrhea. He also has been confused and agitated during this period. He has a history of mild hypertension. His current medication is a diuretic. His temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 108/min, respirations are 26/min, and blood pressure is 70/47 mm Hg. Physical examination shows delayed capillary refill of the lips and nail beds and cool extremities. His oxyhemoglobin saturation in a central vein is 60% (N=70Ã¢â‚¬â€œ75). These findings are most consistent with which of the following types of shock?",Cardiogenic,Distributive,Hypovolemic,Obstructive,Septic,,,,,,C,Hypovolemic,Text,STEP 1,0.16,86.72
626,"A 36-year-old woman with hypertension comes to the office because she thinks she may be Ã¢â‚¬Å“going through early menopause.Ã¢â‚¬Â She has not had a menstrual period since her most recent office visit 6 months ago. During this time, she also has been Ã¢â‚¬Å“gaining weight around the middleÃ¢â‚¬Â despite increased exercise; she has had a 6.3-kg (14-lb) weight gain. She has no other history of major medical illness. Her only medication is lisinopril. She does not smoke, drink alcohol, or use illicit drugs. She is 168 cm (5 ft 6 in) tall and weighs 107 kg (236 lb); BMI is 38 kg/m2. Vital signs are within normal limits. Examination shows a uterus consistent in size with a 24-week gestation. Pelvic ultrasonography shows oligohydramnios and a fetus with a misshapen cranium, pericardial effusion, small bladder, and echogenic bowel. The most likely cause of the fetal abnormalities in this patientÃ¢â‚¬â„¢s pregnancy is interference with which of the following?",Fetal lung/epithelial differentiation,Fetal lung/surfactant development,Fetal renal hemodynamics,Maternal placental perfusion,Maternal prostaglandin synthesis,,,,,,C,Fetal renal hemodynamics,Text,STEP 1,0.22,96.63
347,Six healthy subjects participate in a study of muscle metabolism during which hyperglycemia and hyperinsulinemia is induced. Muscle biopsy specimens obtained from the subjects during the resting state show significantly increased concentrations of malonyl-CoA. The increased malonyl-CoA concentration most likely directly inhibits which of the following processes in these subjects?,Fatty acid oxidation,Fatty acid synthesis,Gluconeogenesis,Glycogenolysis,Glycolysis,Oxidative phosphorylation,,,,,A,Fatty acid oxidation,Text,STEP 1,0.76,91.96
298,"A 35-year-old man, who has been your patient for the past year, comes to the office to request that a copy of his medical records be sent to another physician in town. The patient has an overdue account balance of $750, which he has not paid for several months. He signs an office form authorizing release of health information and provides the name and address of the other physician to whom he would like the records sent. It is most appropriate to inform this patient of which of the following regarding his request for release of his medical records?",They will be released to his new physician promptly,They will be released when he makes a payment on his account,They will be released when he pays his balance in full,They will be released when his new physician contacts your office and requests them,,,,,,,A,They will be released to his new physician promptly,Text,STEP 3,0.42,52.28
459,"A 2-year-old boy is brought to the physician for a well-child examination. He was delivered at term after an uncomplicated pregnancy. His birth weight was 3500 g (7 lb 11 oz), and Apgar scores were 8 and 10 at 1 and 5 minutes, respectively. At the age of 15 months, physical examination showed no abnormalities, but he was not yet talking. Both of his parents had learning difficulties in school, and his mother stopped attending after the 10th grade. He has a maternal uncle with cognitive disabilities. He is at the 25th percentile for height, 15th percentile for weight, and 90th percentile for head circumference. He appears irritable, he resists making eye contact, and he is flapping his hands. Which of the following is the most likely cause of this patient's condition?",Creation of an alternative splice site,Frameshift mutation,Missense mutation,Nonsense mutation,Trinucleotide repeat expansion,,,,,,E,Trinucleotide repeat expansion,Text,STEP 1,0.52,112.48
29,A previously healthy 24-year-old woman comes to the physician because of a low-grade fever and a nonproductive cough for 7 days. She has been able to continue her daily activities. Her temperature is 37.7Ã‚Â°C (99.9Ã‚Â°F). A few scattered inspiratory crackles are heard in the thorax. An x-ray of the chest shows patchy infiltrates in both lungs. Which of the following is the most appropriate initial pharmacotherapy?,Amoxicillin,Cefaclor,Ciprofloxacin,Erythromycin,Trimethoprim-sulfamethoxazole,,,,,,D,Erythromycin,Text,STEP 2,0.3,45.61
